ID,Body,Question,Equation,Answer,Type,question_concat
chal-205,Allan brought 2 balloons to the park and then bought 3 more balloons there. If Jake brought 6 balloons to the park,How many more balloons did Jake have than Allan in the park?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,Allan brought 2 balloons to the park and then bought 3 more balloons there. If Jake brought 6 balloons to the park How many more balloons did Jake have than Allan in the park?
chal-228,Matthew had 14 crackers and 21 cakes. If Matthew gave equal numbers of crackers and cakes to his 7 friends,How many crackers and cakes did each person eat?,( ( 14.0 + 21.0 ) / 7.0 ),5,Common-Division,Matthew had 14 crackers and 21 cakes. If Matthew gave equal numbers of crackers and cakes to his 7 friends How many crackers and cakes did each person eat?
chal-482,After resting they decided to go for a swim. The depth of the water is 5 times Ron's height. Dean is 11 feet shorter than Ron. If Ron stands at 12 feet,How deep was the water?,( 12.0 * 5.0 ),60,Multiplication,After resting they decided to go for a swim. The depth of the water is 5 times Ron's height. Dean is 11 feet shorter than Ron. If Ron stands at 12 feet How deep was the water?
chal-40,There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books,How many more movies than books have you read?,( 19.0 - 16.0 ),3,Subtraction,There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books How many more movies than books have you read?
chal-392,Robin's hair was 19 inches long. If he grew 18 more inches,How long is his hair now?,( 19.0 + 18.0 ),37,Addition,Robin's hair was 19 inches long. If he grew 18 more inches How long is his hair now?
chal-111,You had 26 bags with equal number of cookies. If you had 15 candies and 52 cookies in total,How many cookies does each bag have?,( 52.0 / 26.0 ),2,Common-Division,You had 26 bags with equal number of cookies. If you had 15 candies and 52 cookies in total How many cookies does each bag have?
chal-833,6 birds and 3 storks were sitting on the fence. 2 more storks came to join them.,How many more birds than storks are sitting on the fence?,( 6.0 - ( 3.0 + 2.0 ) ),1,Subtraction,6 birds and 3 storks were sitting on the fence. 2 more storks came to join them. How many more birds than storks are sitting on the fence?
chal-813,Jake has 16 fewer peaches than Steven. Steven has 15 more peaches than Jill. If Jill has 12 peaches,How many more peaches does Jill have than Jake?,( 16.0 - 15.0 ),1,Subtraction,Jake has 16 fewer peaches than Steven. Steven has 15 more peaches than Jill. If Jill has 12 peaches How many more peaches does Jill have than Jake?
chal-963,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days",How many visitors visited the Buckingham palace on that day?,( 829.0 - 45.0 ),784,Subtraction,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days How many visitors visited the Buckingham palace on that day?"
chal-422,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. The next day she found 7 more bags worth of cans.,How many more bags did she have on monday than she found on the next day?,( 8.0 - 7.0 ),1,Subtraction,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. The next day she found 7 more bags worth of cans. How many more bags did she have on monday than she found on the next day?
chal-341,"Jack received 3 emails in the afternoon, 5 emails in the morning and 16 emails in the evening.",How many more emails did Jack receive in the morning than in the afternoon?,( 5.0 - 3.0 ),2,Subtraction,"Jack received 3 emails in the afternoon, 5 emails in the morning and 16 emails in the evening. How many more emails did Jack receive in the morning than in the afternoon?"
chal-184,Brenda's mother made cookies for 14. If each of them had 30 cookies,How many cookies did she prepare?,( 14.0 * 30.0 ),420,Multiplication,Brenda's mother made cookies for 14. If each of them had 30 cookies How many cookies did she prepare?
chal-998,Paige was helping her mom plant flowers and together they planted 55 seeds. They put 15 seeds in each flower bed and only 60 seeds grew into flowers in each flower bed.,How many flowers did they grow?,( 60.0 * ( 55.0 / 15.0 ) ),220,Multiplication,Paige was helping her mom plant flowers and together they planted 55 seeds. They put 15 seeds in each flower bed and only 60 seeds grew into flowers in each flower bed. How many flowers did they grow?
chal-423,There are 3941 skittles in Steven's skittles collection. Steven also has 4950 erasers. If the erasers are organized into 495 groups,How big is each group?,( 4950.0 / 495.0 ),10,Common-Division,There are 3941 skittles in Steven's skittles collection. Steven also has 4950 erasers. If the erasers are organized into 495 groups How big is each group?
chal-182,"A grocery store had 54 bottles of diet soda, 83 bottles of regular soda and 12 apples.",How many more bottles of regular soda than diet soda did they have?,( 83.0 - 54.0 ),29,Subtraction,"A grocery store had 54 bottles of diet soda, 83 bottles of regular soda and 12 apples. How many more bottles of regular soda than diet soda did they have?"
chal-905,Mary is baking a cake. The recipe calls for 9 cups of flour and 6 cups of sugar. She already put in 4 cups of sugar.,How many more cups of flour than cups of sugar does she need to add now?,( 9.0 - ( 6.0 - 4.0 ) ),7,Subtraction,Mary is baking a cake. The recipe calls for 9 cups of flour and 6 cups of sugar. She already put in 4 cups of sugar. How many more cups of flour than cups of sugar does she need to add now?
chal-862,Robin cut off 13 inches of his hair. If his hair was 14 inches long initially,How long is his hair now?,( 14.0 - 13.0 ),1,Subtraction,Robin cut off 13 inches of his hair. If his hair was 14 inches long initially How long is his hair now?
chal-650,Matthew had 22 crackers and 34 cakes. If Matthew gave equal numbers of crackers and cakes to his 11 friends,How many crackers did each person eat?,( 22.0 / 11.0 ),2,Common-Division,Matthew had 22 crackers and 34 cakes. If Matthew gave equal numbers of crackers and cakes to his 11 friends How many crackers did each person eat?
chal-746,Baker made 173 cakes. He bought 103 new cakes and sold 86 cakes.,How many cakes does baker still have?,( ( 173.0 - 86.0 ) + 103.0 ),190,Addition,Baker made 173 cakes. He bought 103 new cakes and sold 86 cakes. How many cakes does baker still have?
chal-701,Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese.,How many more hours does he spend on learning english than he does on learning chinese?,( 6.0 - 2.0 ),4,Subtraction,Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese. How many more hours does he spend on learning english than he does on learning chinese?
chal-106,There are 6 baskets of peaches. Each basket has 16 red peaches and 18 green peaches.,How many red peaches are in the baskets altogether?,( 16.0 * 6.0 ),96,Multiplication,There are 6 baskets of peaches. Each basket has 16 red peaches and 18 green peaches. How many red peaches are in the baskets altogether?
chal-920,4 people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold 2 people,How many seats does the Ferris wheel have?,( 4.0 / 2.0 ),2,Common-Division,4 people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold 2 people How many seats does the Ferris wheel have?
chal-652,Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour.,How many more cups of sugar than cups of flour does she need to add now?,( 11.0 - ( 9.0 - 4.0 ) ),6,Subtraction,Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour. How many more cups of sugar than cups of flour does she need to add now?
chal-367,If Lewis earns a total of $ 460 during 5 weeks of harvest,How much money does he earn each week?,( 460.0 / 5.0 ),92,Common-Division,If Lewis earns a total of $ 460 during 5 weeks of harvest How much money does he earn each week?
chal-620,Josh had 21 marbles in his collection. He found 7 marbles.,How many marbles does he have now?,( 21.0 + 7.0 ),28,Addition,Josh had 21 marbles in his collection. He found 7 marbles. How many marbles does he have now?
chal-906,Jesse's room is 2 feet long and 12 feet wide. If each tile is of size 4 square feet,How many tiles does she need to cover the whole floor?,( ( 2.0 * 12.0 ) / 4.0 ),6,Common-Division,Jesse's room is 2 feet long and 12 feet wide. If each tile is of size 4 square feet How many tiles does she need to cover the whole floor?
chal-316,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 266 of the pickers that they fill 90 drums of grapes in 5 days.",How many drums of grapes would be filled in each day?,( 90.0 / 5.0 ),18,Common-Division,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 266 of the pickers that they fill 90 drums of grapes in 5 days. How many drums of grapes would be filled in each day?"
chal-43,Luke played 177 rounds of a trivia game. If he gained 46 points in each round,How many points did he score in the game?,( 177.0 * 46.0 ),8142,Multiplication,Luke played 177 rounds of a trivia game. If he gained 46 points in each round How many points did he score in the game?
chal-131,There were 7 roses and 12 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 11 roses and 20 orchids in the vase.,How many more orchids than roses are there in the vase now?,( 20.0 - 11.0 ),9,Subtraction,There were 7 roses and 12 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 11 roses and 20 orchids in the vase. How many more orchids than roses are there in the vase now?
chal-441,Katie had 91 ds games and her new friends had 88 games and old friends had 53 games.,How many games do her friends have in all?,( 88.0 + 53.0 ),141,Addition,Katie had 91 ds games and her new friends had 88 games and old friends had 53 games. How many games do her friends have in all?
chal-152,There are 544 pots in each of the 10 gardens. Each pot has 32 flowers in it.,How many flowers are there in all?,( ( 544.0 * 10 ) * 32.0 ),174080,Multiplication,There are 544 pots in each of the 10 gardens. Each pot has 32 flowers in it. How many flowers are there in all?
chal-589,Paul got a box of some crayons for his birthday. By the end of the school year he only had 291 crayons left since he had either lost or given away 315 of them.,How many crayons did he get for his birthday?,( 315.0 + 291.0 ),606,Addition,Paul got a box of some crayons for his birthday. By the end of the school year he only had 291 crayons left since he had either lost or given away 315 of them. How many crayons did he get for his birthday?
chal-37,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that day",How many visited the Buckingham palace within 25 days?,( 246.0 + 703.0 ),949,Addition,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that day How many visited the Buckingham palace within 25 days?"
chal-153,Paige was helping her mom plant flowers and together they planted some seeds. They put 10 seeds in each flower bed. If there are 45 flowerbeds,How many seeds did they plant?,( 10.0 * 45.0 ),450,Multiplication,Paige was helping her mom plant flowers and together they planted some seeds. They put 10 seeds in each flower bed. If there are 45 flowerbeds How many seeds did they plant?
chal-677,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog.",How far did the frog jump?,( 19.0 - 4.0 ),15,Subtraction,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog. How far did the frog jump?"
chal-961,Katie had 84 new games and 19 old games. Her friends had 8 new games and 69 old games.,How many new games do they have together?,( 84.0 + 8.0 ),92,Addition,Katie had 84 new games and 19 old games. Her friends had 8 new games and 69 old games. How many new games do they have together?
chal-602,Bobby ate 28 pieces of candy. Then he ate 42 more. He also ate 63 pieces of chocolate.,How many pieces of candy did Bobby eat?,( 28.0 + 42.0 ),70,Addition,Bobby ate 28 pieces of candy. Then he ate 42 more. He also ate 63 pieces of chocolate. How many pieces of candy did Bobby eat?
chal-438,Jack received 6 emails and sent 91 letters in the morning. He then received 2 emails and sent 74 letters in the afternoon.,How many emails did Jack receive in the day?,( 6.0 + 2.0 ),8,Addition,Jack received 6 emails and sent 91 letters in the morning. He then received 2 emails and sent 74 letters in the afternoon. How many emails did Jack receive in the day?
chal-453,A waiter had 8 customers. After some left he still had 5 customers. Then he got 99 new customers,How many customers left?,( 8.0 - 5.0 ),3,Subtraction,A waiter had 8 customers. After some left he still had 5 customers. Then he got 99 new customers How many customers left?
chal-786,Faye was placing her pencils into rows with 5 pencils in each row. If she had 35 pencils and 7 crayons,How many rows could she make?,( 35.0 / 5.0 ),7,Common-Division,Faye was placing her pencils into rows with 5 pencils in each row. If she had 35 pencils and 7 crayons How many rows could she make?
chal-269,Melissa played 3 games and scored a total of 81 points scoring the same for each game.,How many points did she score in each game?,( 81.0 / 3.0 ),27,Common-Division,Melissa played 3 games and scored a total of 81 points scoring the same for each game. How many points did she score in each game?
chal-134,There are 10 different books and 11 different movies in the ' crazy silly school ' series. If you read 13 of the books and watched 12 of the movies,How many more books than movies have you read?,( 13.0 - 12.0 ),1,Subtraction,There are 10 different books and 11 different movies in the ' crazy silly school ' series. If you read 13 of the books and watched 12 of the movies How many more books than movies have you read?
chal-342,Dan has $ 3. For a total of $ 4 he bought 2 candy bar each one costing the same amount of money.,How much did each candy bar cost?,( 4.0 / 2.0 ),2,Common-Division,Dan has $ 3. For a total of $ 4 he bought 2 candy bar each one costing the same amount of money. How much did each candy bar cost?
chal-804,Jackie has 10 apples. Adam has 8 apples.,How many more apples does Jackie have than Adam?,( 10.0 - 8.0 ),2,Subtraction,Jackie has 10 apples. Adam has 8 apples. How many more apples does Jackie have than Adam?
chal-46,Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary.,How many more push-ups than crunches did Zachary do?,( 35.0 - 3.0 ),32,Subtraction,Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary. How many more push-ups than crunches did Zachary do?
chal-284,Jerry had 9 action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If he also has 10 books on the shelf,How many more action figures than books were on his shelf?,( ( 9.0 + 7.0 ) - 10.0 ),6,Subtraction,Jerry had 9 action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If he also has 10 books on the shelf How many more action figures than books were on his shelf?
chal-653,The school is planning a field trip. The school has 17 classrooms. There are 46 school buses and a total of 92 students in the school. If all buses are full,How many seats are in each bus?,( 92.0 / 46.0 ),2,Common-Division,The school is planning a field trip. The school has 17 classrooms. There are 46 school buses and a total of 92 students in the school. If all buses are full How many seats are in each bus?
chal-949,Luke gained 146 points in each round of a game. If he played 157 rounds of a trivia game,How many points did he score in the game?,( 157.0 * 146.0 ),22922,Multiplication,Luke gained 146 points in each round of a game. If he played 157 rounds of a trivia game How many points did he score in the game?
chal-53,Emily is making bead necklaces for her 43 friends. She had 20 beads and she was able to make 5 necklaces.,How many beads did each necklace need?,( 20.0 / 5.0 ),4,Common-Division,Emily is making bead necklaces for her 43 friends. She had 20 beads and she was able to make 5 necklaces. How many beads did each necklace need?
chal-822,Last week Fred had 33 dollars and Jason had 95 dollars. Over the weekend Fred delivered newspapers earning 16 dollars and washed cars earning 74 dollars.,How much money did Fred earn over the weekend?,( 16.0 + 74.0 ),90,Addition,Last week Fred had 33 dollars and Jason had 95 dollars. Over the weekend Fred delivered newspapers earning 16 dollars and washed cars earning 74 dollars. How much money did Fred earn over the weekend?
chal-780,He also had 74 aquariums for freshwater animals and 22 aquariums for saltwater animals. Each aquarium has 46 animals in it.,How many saltwater animals does Tyler have?,( 22.0 * 46.0 ),1012,Multiplication,He also had 74 aquariums for freshwater animals and 22 aquariums for saltwater animals. Each aquarium has 46 animals in it. How many saltwater animals does Tyler have?
chal-978,David did 36 more push-ups but 33 less crunches than Zachary in gym class today. If Zachary did 58 push-ups and 33 crunches,How many more push-ups than crunches did Zachary do?,( 58.0 - 33.0 ),25,Subtraction,David did 36 more push-ups but 33 less crunches than Zachary in gym class today. If Zachary did 58 push-ups and 33 crunches How many more push-ups than crunches did Zachary do?
chal-600,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends,How many invitations will be left?,( ( 10.0 * 7.0 ) - 2.0 ),68,Subtraction,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends How many invitations will be left?
chal-209,2 birds were sitting on the fence. 5 more birds and 4 more storks came to join them.,How many more birds than storks are sitting on the fence?,( ( 2.0 + 5.0 ) - 4.0 ),3,Subtraction,2 birds were sitting on the fence. 5 more birds and 4 more storks came to join them. How many more birds than storks are sitting on the fence?
chal-352,Josh had 9 marbles in his collection. He lost some marbles. If he has 4 marbles now,How many marbles did he lose?,( 9.0 - 4.0 ),5,Subtraction,Josh had 9 marbles in his collection. He lost some marbles. If he has 4 marbles now How many marbles did he lose?
chal-216,Mary is baking a cake. The recipe calls for 5 cups of flour and 14 cups of sugar. She already put in 10 cups of flour and 2 cups of sugar.,How many more cups of sugar does she need to add?,( 14.0 - 2.0 ),12,Subtraction,Mary is baking a cake. The recipe calls for 5 cups of flour and 14 cups of sugar. She already put in 10 cups of flour and 2 cups of sugar. How many more cups of sugar does she need to add?
chal-289,Jack received 6 emails in the morning and 8 emails in the afternoon.,How many more emails did Jack receive in the afternoon than in the morning?,( 8.0 - 6.0 ),2,Subtraction,Jack received 6 emails in the morning and 8 emails in the afternoon. How many more emails did Jack receive in the afternoon than in the morning?
chal-279,There are some bananas in Philip's banana collection. If the bananas are organized into 140 groups of size 187,How many bananas does he have in his collection?,( 140.0 * 187.0 ),26180,Multiplication,There are some bananas in Philip's banana collection. If the bananas are organized into 140 groups of size 187 How many bananas does he have in his collection?
chal-954,29 campers went rowing and 66 campers went hiking in the morning. 26 campers went rowing in the afternoon.,How many more campers went rowing in the morning than in the afternoon?,( 29.0 - 26.0 ),3,Subtraction,29 campers went rowing and 66 campers went hiking in the morning. 26 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon?
chal-821,Paul had some books. After selling 137 in a garage sale he had 105 left.,How many books did he have at the start?,( 137.0 + 105.0 ),242,Addition,Paul had some books. After selling 137 in a garage sale he had 105 left. How many books did he have at the start?
chal-110,"A chef had 58 apples. After making some pies, he had used 35.",How many apples remained?,( 58.0 - 35.0 ),23,Subtraction,"A chef had 58 apples. After making some pies, he had used 35. How many apples remained?"
chal-119,Because of the decision Sofia asked the students to suggest specific types of food. If 479 students suggested adding mashed potatoes while 489 suggested adding bacon to the menu,How many more students suggested bacon than those that suggested mashed potatoes?,( 489.0 - 479.0 ),10,Subtraction,Because of the decision Sofia asked the students to suggest specific types of food. If 479 students suggested adding mashed potatoes while 489 suggested adding bacon to the menu How many more students suggested bacon than those that suggested mashed potatoes?
chal-942,Dave had some apps on his phone. After deleting 18 of them he had 5 left.,How many apps did he have on his phone at the start?,( 18.0 + 5.0 ),23,Addition,Dave had some apps on his phone. After deleting 18 of them he had 5 left. How many apps did he have on his phone at the start?
chal-138,A mailman has to give 9 pieces of junk mail to each house in each block. If there are 20 houses on a block,How many pieces of junk mail should he give in each block?,( 9.0 * 20.0 ),180,Multiplication,A mailman has to give 9 pieces of junk mail to each house in each block. If there are 20 houses on a block How many pieces of junk mail should he give in each block?
chal-107,During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all.,About how many kids stayed home?,( 828521.0 - 800059.0 ),28462,Subtraction,During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home?
chal-307,There are 10 different books and 6 different movies in the ' crazy silly school ' series. If you read 14 of the movies and watched 19 of the books,How many more books than movies have you read?,( 19.0 - 14.0 ),5,Subtraction,There are 10 different books and 6 different movies in the ' crazy silly school ' series. If you read 14 of the movies and watched 19 of the books How many more books than movies have you read?
chal-973,A book has 3 chapters. The first chapter is 53 pages long the second chapter is 75 pages long and the third chapter is 21 pages long.,How many more pages does the first chapter have than the third chapter?,( 53.0 - 21.0 ),32,Subtraction,A book has 3 chapters. The first chapter is 53 pages long the second chapter is 75 pages long and the third chapter is 21 pages long. How many more pages does the first chapter have than the third chapter?
chal-9,Mary is baking a cake. The recipe calls for 3 cups of sugar 10 cups of flour and 15 cups of salt. She already put in 6 cups of flour.,How many more cups of flour does she need to add?,( 10.0 - 6.0 ),4,Subtraction,Mary is baking a cake. The recipe calls for 3 cups of sugar 10 cups of flour and 15 cups of salt. She already put in 6 cups of flour. How many more cups of flour does she need to add?
chal-823,If you have 14 cookies in total and 7 bags having equal number of cookies,How many cookies does each bag have?,( 14.0 / 7.0 ),2,Common-Division,If you have 14 cookies in total and 7 bags having equal number of cookies How many cookies does each bag have?
chal-310,Tiffany was collecting cans for recycling. On monday she had 10 bags of cans. She found 3 bags of cans on the next day and 7 bags of cans the day after that.,How many bags did she have altogether?,( ( 10.0 + 3.0 ) + 7.0 ),20,Addition,Tiffany was collecting cans for recycling. On monday she had 10 bags of cans. She found 3 bags of cans on the next day and 7 bags of cans the day after that. How many bags did she have altogether?
chal-557,Bobby had 21 pieces of candy. He ate 5 pieces of candy. Then he ate 9 more.,How many pieces of candy does he still have left?,( 21.0 - ( 5.0 + 9.0 ) ),7,Subtraction,Bobby had 21 pieces of candy. He ate 5 pieces of candy. Then he ate 9 more. How many pieces of candy does he still have left?
chal-744,There were 8 people on the bus. At the next stop 12 more people got on the bus and 3 people got off.,How many people are there on the bus now?,( ( 8.0 + 12.0 ) - 3.0 ),17,Subtraction,There were 8 people on the bus. At the next stop 12 more people got on the bus and 3 people got off. How many people are there on the bus now?
chal-635,Josh had 22 marbles in his collection. Jack gave him 20 marbles.,How many marbles does Josh have now?,( 22.0 + 20.0 ),42,Addition,Josh had 22 marbles in his collection. Jack gave him 20 marbles. How many marbles does Josh have now?
chal-292,Jake has 18 fewer peaches than Steven who has 13 more peaches than Jill. Steven has 19 peaches.,How many peaches does Jill have?,( 19.0 - 13.0 ),6,Subtraction,Jake has 18 fewer peaches than Steven who has 13 more peaches than Jill. Steven has 19 peaches. How many peaches does Jill have?
chal-379,Jake has 3 fewer peaches and 10 more apples than Steven. Steven has 12 peaches and 15 apples.,How many more apples than peaches does Steven have?,( 15.0 - 12.0 ),3,Subtraction,Jake has 3 fewer peaches and 10 more apples than Steven. Steven has 12 peaches and 15 apples. How many more apples than peaches does Steven have?
chal-890,After resting they decided to go for a swim. The depth of the water is 16 times Ron's height. Dean is 9 feet taller than Ron. If Ron stands at 13 feet,How deep was the water?,( 13.0 * 16.0 ),208,Multiplication,After resting they decided to go for a swim. The depth of the water is 16 times Ron's height. Dean is 9 feet taller than Ron. If Ron stands at 13 feet How deep was the water?
chal-630,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially",How many trees does she have left?,( 12.0 - 2.0 ),10,Subtraction,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially How many trees does she have left?"
chal-358,Mary is baking a cake. The recipe calls for 12 cups of flour and 13 cups of sugar. She already put in 2 cups of sugar.,How many more cups of sugar does she need to add?,( 13.0 - 2.0 ),11,Subtraction,Mary is baking a cake. The recipe calls for 12 cups of flour and 13 cups of sugar. She already put in 2 cups of sugar. How many more cups of sugar does she need to add?
chal-713,A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long.,How many more pages does the second chapter have than the third chapter?,( 18.0 - 3.0 ),15,Subtraction,A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long. How many more pages does the second chapter have than the third chapter?
chal-621,Jake brought 6 balloons to the park. If Jake brought 4 more balloons than the number of balloons that Allan brought,How many balloons did Allan bring to the park?,( 6.0 - 4.0 ),2,Subtraction,Jake brought 6 balloons to the park. If Jake brought 4 more balloons than the number of balloons that Allan brought How many balloons did Allan bring to the park?
chal-519,6 packs of dvds can be bought with 120 dollars.,How much does each pack cost?,( 120.0 / 6.0 ),20,Common-Division,6 packs of dvds can be bought with 120 dollars. How much does each pack cost?
chal-663,Ed had 12 more marbles than Doug. Ed lost 20 of his marbles at the playground. If Ed had 17 marbles,How many marbles does Doug have now?,( 17.0 - 12.0 ),5,Subtraction,Ed had 12 more marbles than Doug. Ed lost 20 of his marbles at the playground. If Ed had 17 marbles How many marbles does Doug have now?
chal-551,Robin has some packages of gum. There are 7 pieces in each package. Robin has 6 extra pieces of gum. In all the number of pieces of gums robin has is 41.,How many packages does Robin have?,( ( 41.0 - 6.0 ) / 7.0 ),5,Common-Division,Robin has some packages of gum. There are 7 pieces in each package. Robin has 6 extra pieces of gum. In all the number of pieces of gums robin has is 41. How many packages does Robin have?
chal-76,If each bag has 41 cookies and you had 53 bags of cookies,How many cookies would you have?,( 53.0 * 41.0 ),2173,Multiplication,If each bag has 41 cookies and you had 53 bags of cookies How many cookies would you have?
chal-103,Allan brought 6 balloons and Jake brought 3 balloons to the park. Jake then bought 4 more balloons at the park.,How many more balloons did Jake have than Allan in the park?,( ( 3.0 + 4.0 ) - 6.0 ),1,Subtraction,Allan brought 6 balloons and Jake brought 3 balloons to the park. Jake then bought 4 more balloons at the park. How many more balloons did Jake have than Allan in the park?
chal-577,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday.",How many more kids did she play with on monday and tuesday than on wednesday?,( ( 15.0 + 18.0 ) - 7.0 ),26,Subtraction,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday. How many more kids did she play with on monday and tuesday than on wednesday?"
chal-858,33 campers went rowing in the morning 34 campers went rowing in the afternoon and 10 campers went rowing in the evening.,How many more campers went rowing in the afternoon than in the evening?,( 34.0 - 10.0 ),24,Subtraction,33 campers went rowing in the morning 34 campers went rowing in the afternoon and 10 campers went rowing in the evening. How many more campers went rowing in the afternoon than in the evening?
chal-10,A waiter had some customers. After 9 customers left he still had 12 customers.,How many customers did he have at the start?,( 9.0 + 12.0 ),21,Addition,A waiter had some customers. After 9 customers left he still had 12 customers. How many customers did he have at the start?
chal-75,Because of the decision Sofia asked the students to suggest specific types of food. If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu,How many students suggested adding bacon?,( 218.0 + 351.0 ),569,Addition,Because of the decision Sofia asked the students to suggest specific types of food. If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu How many students suggested adding bacon?
chal-952,Adam has 5 more apples than Jackie. Jackie has 89 oranges and 11 apples.,How many apples does Adam have?,( 5.0 + 11.0 ),16,Addition,Adam has 5 more apples than Jackie. Jackie has 89 oranges and 11 apples. How many apples does Adam have?
chal-469,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 3 invitations in it and she bought 2 packs. If she wants to invite 9 friends,How many extra invitations will she need to buy?,( 9.0 - ( 3.0 * 2.0 ) ),3,Subtraction,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 3 invitations in it and she bought 2 packs. If she wants to invite 9 friends How many extra invitations will she need to buy?
chal-308,Debby bought 301 water bottles when they were on sale. If she drank 144 bottles a day for some days. If she has 157 bottles left,How many days did she drink for?,( ( 301.0 - 157.0 ) / 144.0 ),1,Common-Division,Debby bought 301 water bottles when they were on sale. If she drank 144 bottles a day for some days. If she has 157 bottles left How many days did she drink for?
chal-135,Emily is making bead necklaces for her friends. She made 11 necklaces and each necklace takes 28 beads.,How many beads did Emily have?,( 11.0 * 28.0 ),308,Multiplication,Emily is making bead necklaces for her friends. She made 11 necklaces and each necklace takes 28 beads. How many beads did Emily have?
chal-860,Faye was placing her pencils and crayons into 7 rows with 36 pencils and 30 crayons in each row.,How many crayons does she have?,( 7.0 * 30.0 ),210,Multiplication,Faye was placing her pencils and crayons into 7 rows with 36 pencils and 30 crayons in each row. How many crayons does she have?
chal-885,Faye was placing some pencils equally into 2 rows. If she had 6 pencils,How many pencils did she place in each row?,( 6.0 / 2.0 ),3,Common-Division,Faye was placing some pencils equally into 2 rows. If she had 6 pencils How many pencils did she place in each row?
chal-245,Ed had 19 more marbles than Doug. Ed lost some of his marbles at the playground. Now Ed has 8 more marbles than doug.,How many marbles did Ed lose?,( 19.0 - 8.0 ),11,Subtraction,Ed had 19 more marbles than Doug. Ed lost some of his marbles at the playground. Now Ed has 8 more marbles than doug. How many marbles did Ed lose?
chal-642,"Lucy went to the grocery store. She bought 4 packs of cookie, 22 packs of cake and 16 packs of chocolate.",How many packs of groceries did she buy in all?,( ( 4.0 + 22.0 ) + 16.0 ),42,Addition,"Lucy went to the grocery store. She bought 4 packs of cookie, 22 packs of cake and 16 packs of chocolate. How many packs of groceries did she buy in all?"
chal-210,Paco had 6 cookies. He gave 30 cookies to his friend and ate 23 cookies.,How many more cookies did he give to his friend than those he ate?,( 30.0 - 23.0 ),7,Subtraction,Paco had 6 cookies. He gave 30 cookies to his friend and ate 23 cookies. How many more cookies did he give to his friend than those he ate?
